birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,fullName,height,isInHallOfFameYn,lastName,nationalityCode,playerId,catches,weight,seasonId,assists,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,otLosses,penaltyMinutes,points,savePct,saves,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
Surrey,CAN,1995-04-29,BC,44,2,2013,Tristan Jarry,74,N,Jarry,CAN,8477465,L,195,20182019,0,2,2,0,7,3.49854,1,1,0,0,0.88709,55,62,0,PIT,NA,7203,0
Savonlinna,FIN,1987-03-10,NA,21,1,2005,Tuukka Rask,75,N,Rask,FIN,8471695,L,176,20182019,2,70,69,0,158,2.31559,22,5,4,2,0.92048,1829,1987,6,BOS,NA,245639,42
Airdrie,CAN,1989-05-04,AB,NA,NA,NA,Aaron Dell,72,N,Dell,CAN,8477180,L,213,20192020,0,33,30,0,92,3.00943,15,3,0,0,0.90669,894,986,0,SJS,NA,110054,12
Mariestad,SWE,1997-05-02,NA,131,5,2016,Adam Werner,77,N,Werner,SWE,8479530,L,205,20192020,0,2,1,0,5,3.41555,1,0,0,0,0.91379,53,58,0,COL,NA,5270,1
Comox,CAN,1996-05-11,BC,76,3,2015,Adin Hill,76,N,Hill,CAN,8478499,L,215,20192020,0,13,9,0,28,2.62185,4,3,2,0,0.91836,315,343,0,ARI,NA,38446,2
Baudette,USA,1992-12-09,MN,NA,NA,NA,Alex Lyon,73,N,Lyon,USA,8479312,L,196,20192020,0,3,2,0,8,3.54723,1,0,0,0,0.89041,65,73,0,PHI,NA,8119,1
Parma,USA,1996-01-07,OH,37,2,2014,Alex Nedeljkovic,72,N,Nedeljkovic,USA,8477968,L,203,20192020,0,4,3,0,11,3.05108,2,1,0,0,0.88659,86,97,0,CAR,NA,12979,1
Saint Paul,USA,1987-07-28,MN,112,4,2005,Alex Stalock,71,N,Stalock,USA,8471774,L,170,20192020,1,42,40,0,109,2.70854,14,4,4,1,0.90901,1089,1198,5,MIN,NA,144875,21
Ruse,BGR,1996-02-10,NA,NA,NA,NA,Alexandar Georgiev,73,N,Georgiev,RUS,8480382,L,178,20192020,1,34,32,0,96,3.04447,14,2,0,1,0.90968,967,1063,2,NYR,NA,113517,17
Lulea,SWE,1990-03-19,NA,62,3,2009,Anders Nilsson,78,N,Nilsson,SWE,8475195,L,232,20192020,0,20,19,0,58,3.18312,9,2,0,0,0.90764,570,628,0,OTT,NA,65596,9
Tyumen,RUS,1994-07-25,NA,19,1,2012,Andrei Vasilevskiy,76,N,Vasilevskiy,RUS,8476883,L,228,20192020,5,77,77,0,187,2.32293,21,3,6,5,0.92025,2158,2345,4,TBL,NA,289806,53
Edison,USA,1994-01-20,NJ,45,2,2012,Anthony Stolarz,78,N,Stolarz,USA,8476932,L,243,20192020,0,1,1,0,2,2.0385,1,0,0,0,0.94444,34,36,0,ANA,NA,3532,0
Victoriaville,CAN,1994-05-01,QC,172,6,2013,Antoine Bibeau,75,N,Bibeau,CAN,8477312,L,205,20192020,0,2,1,0,5,3.26975,0,0,0,0,0.88095,37,42,0,COL,NA,5505,1
Härnösand,SWE,1992-11-27,NA,188,7,2011,Anton Forsberg,75,N,Forsberg,SWE,8476341,L,198,20192020,0,3,3,0,8,3.35312,1,0,0,0,0.89743,70,78,0,CAR,NA,8589,1
Ust-Kamenogorsk,KAZ,1986-05-07,NA,206,7,2004,Anton Khudobin,71,N,Khudobin,RUS,8471418,L,210,20192020,4,55,50,0,129,2.4413299999999998,18,4,6,4,0.9238,1564,1693,1,DAL,NA,190224,30
Rauma,FIN,1989-05-12,NA,NA,NA,NA,Antti Raanta,72,N,Raanta,FIN,8477293,L,195,20192020,0,35,32,0,84,2.70545,14,3,2,0,0.91828,944,1028,2,ARI,NA,111774,15
Denver,USA,1986-11-21,CO,85,3,2005,Ben Bishop,79,N,Bishop,USA,8471750,L,210,20192020,3,47,46,0,115,2.64731,18,4,2,3,0.91562,1248,1363,2,DAL,NA,156385,22
Lloydminster,CAN,1989-09-16,SK,93,4,2008,Braden Holtby,73,N,Holtby,CAN,8474651,L,215,20192020,2,56,55,0,162,3.01323,19,7,4,2,0.89862,1436,1598,0,WSH,NA,193546,27
Newmarket,CAN,1985-04-09,ON,291,9,2003,Brian Elliott,74,N,Elliott,CAN,8470880,L,221,20192020,1,34,29,0,85,2.81239,8,4,2,1,0.90023,767,852,2,PHI,NA,108804,17
Waterloo,USA,1994-10-19,IA,129,5,2013,Cal Petersen,74,N,Petersen,USA,8477361,R,185,20192020,0,8,8,0,21,2.63948,3,0,0,0,0.92193,248,269,0,LAK,NA,28642,5
Moncton,CAN,1992-04-15,NB,49,2,2010,Calvin Pickard,73,N,Pickard,CAN,8475717,L,206,20192020,0,3,1,0,15,5.4584,2,0,0,0,0.79729,59,74,0,DET,NA,9893,0
Caledonia,CAN,1987-07-05,ON,NA,NA,NA,Cam Talbot,76,N,Talbot,CAN,8475660,L,200,20192020,0,36,32,0,87,2.57117,14,1,23,0,0.92062,1009,1096,4,CGY,NA,121812,17
Anahim Lake,CAN,1987-08-16,BC,5,1,2005,Carey Price,75,N,Price,CAN,8471679,L,217,20192020,0,68,68,0,178,2.64006,30,6,6,0,0.91261,1859,2037,6,MTL,NA,242721,32
Sherwood Park,CAN,1998-08-13,AB,48,2,2016,Carter Hart,74,N,Hart,CAN,8479394,L,196,20192020,0,57,54,0,127,2.36979,18,3,2,0,0.91704,1404,1531,3,PHI,NA,192928,33
Thunder Bay,CAN,1985-12-19,ON,NA,NA,NA,Carter Hutton,72,N,Hutton,CAN,8475622,L,211,20192020,1,31,30,0,94,3.17668,14,4,6,1,0.8976,824,918,2,BUF,NA,106526,12
Farmington Hills,USA,1999-08-11,MI,199,7,2017,Cayden Primeau,75,N,Primeau,USA,8480051,L,205,20192020,0,2,2,0,5,2.51889,1,0,0,0,0.93055,67,72,0,MTL,NA,7146,1
Lakeville,USA,1993-12-18,MN,NA,NA,NA,Charlie Lindgren,74,N,Lindgren,USA,8479292,R,190,20192020,0,6,6,0,20,3.32548,4,0,0,0,0.88764,158,178,0,MTL,NA,21651,2
Winnipeg,CAN,1994-05-18,MB,76,3,2012,Chris Driedger,76,N,Driedger,CAN,8476904,L,210,20192020,0,12,11,0,22,2.05394,2,1,0,0,0.93785,332,354,1,FLA,NA,38560,7
Commerce,USA,1993-05-19,MI,130,5,2012,Connor Hellebuyck,76,N,Hellebuyck,USA,8476945,L,207,20192020,2,62,60,0,152,2.60193,24,5,0,2,0.92087,1769,1921,6,WPG,NA,210305,32
Montréal,CAN,1984-12-31,QC,52,2,2003,Corey Crawford,74,N,Crawford,CAN,8470645,L,216,20192020,0,49,48,0,138,2.87094,25,3,0,0,0.9147,1480,1618,1,CHI,NA,173044,20
Marblehead,USA,1986-03-18,MA,26,1,2004,Cory Schneider,75,N,Schneider,USA,8471239,L,214,20192020,1,13,11,0,40,3.53322,6,2,0,1,0.88732,315,355,1,NJD,NA,40756,3
Park Ridge,USA,1981-05-21,IL,73,3,2001,Craig Anderson,74,N,Anderson,USA,8467950,L,187,20192020,1,34,31,0,100,3.2517,17,2,0,1,0.90176,918,1018,0,OTT,NA,110711,11
London,CAN,1983-05-23,ON,176,6,2002,Curtis McElhinney,73,N,McElhinney,CAN,8470147,L,210,20192020,0,18,18,0,52,2.88639,7,3,0,0,0.90562,499,551,1,TBL,NA,64856,8
Prague,CZE,1997-08-20,NA,75,3,2015,Dan Vladar,77,N,Vladar,CZE,8478435,L,209,20192020,0,1,0,0,3,6.27177,0,0,0,0,0.8,12,15,0,BOS,NA,1722,0
Saskatoon,CAN,1990-05-05,SK,161,6,2009,Darcy Kuemper,77,N,Kuemper,CAN,8475311,L,215,20192020,0,38,38,0,94,2.50068,16,2,6,0,0.924,1143,1237,2,ARI,NA,135323,20
Whitby,CAN,1977-08-12,ON,NA,NA,NA,David Ayres,72,N,Ayres,CAN,8479188,L,201,20192020,0,1,0,0,2,4.18361,0,0,0,0,0.8,8,10,0,CAR,NA,1721,1
Jihlava,CZE,1992-08-19,NA,NA,NA,NA,David Rittich,76,N,Rittich,CZE,8479496,L,205,20192020,1,49,48,0,141,3.01223,18,6,6,1,0.90517,1346,1487,2,CGY,NA,168513,24
Regina,CAN,1986-05-04,SK,14,1,2004,Devan Dubnyk,78,N,Dubnyk,CAN,8471227,L,224,20192020,0,30,28,0,93,3.35205,15,2,2,0,0.89045,756,849,1,MIN,NA,99879,12
Riga,LVA,1994-04-13,NA,76,3,2014,Elvis Merzlikins,75,N,Merzlikins,LVA,8478007,L,190,20192020,1,35,32,0,75,2.32212,10,8,0,1,0.92447,918,993,5,CBJ,NA,116273,14
Edmonton,CAN,1995-07-06,AB,59,2,2013,Eric Comrie,73,N,Comrie,CAN,8477480,L,190,20192020,0,3,2,0,9,4.27722,2,0,0,0,0.86363,57,66,0,DET,NA,7575,0
Herning,DNK,1989-10-02,NA,87,3,2012,Frederik Andersen,76,N,Andersen,DNK,8475883,L,229,20192020,0,57,57,0,153,2.75431,16,7,0,0,0.91176,1581,1734,4,TOR,NA,199977,31
Elmhurst,USA,1993-06-28,IL,190,7,2011,Garret Sparks,75,N,Sparks,USA,8476343,L,220,20192020,0,1,0,0,2,4.37956,0,0,0,0,0.85714,12,14,0,VGK,NA,1644,0
Bülach,CHE,1996-03-01,NA,129,5,2017,Gilles Senn,77,N,Senn,CHE,8480213,R,191,20192020,0,2,1,0,4,3.42449,1,0,0,0,0.90243,37,41,0,NJD,NA,4205,0
Are,SWE,1982-03-02,NA,205,7,2000,Henrik Lundqvist,73,Y,Lundqvist,SWE,8468685,L,182,20192020,1,32,28,0,91,3.18203,14,3,2,1,0.90461,863,954,1,NYR,NA,102953,10
Moscow,RUS,1995-12-30,NA,118,4,2014,Igor Shesterkin,73,N,Shesterkin,RUS,8478048,L,195,20192020,0,13,13,0,32,2.56096,3,0,0,0,0.92951,422,454,0,NYR,NA,44983,10
Magnitogorsk,RUS,1997-02-22,NA,22,1,2015,Ilya Samsonov,75,N,Samsonov,RUS,8478492,L,208,20192020,0,26,22,0,60,2.55132,6,2,2,0,0.91291,629,689,1,WSH,NA,84662,16
Port Huron,USA,1992-01-09,MI,11,1,2010,Jack Campbell,75,N,Campbell,USA,8475789,L,200,20192020,0,26,26,0,73,2.79517,12,3,0,0,0.90407,688,761,0,"LAK,TOR",NA,94019,11
Gavle,SWE,1990-01-31,NA,31,2,2008,Jacob Markstrom,78,N,Markstrom,SWE,8474593,L,207,20192020,1,57,57,0,157,2.77624,22,4,4,1,0.91784,1754,1911,3,VAN,NA,203584,31
Fredericton,CAN,1990-08-07,NB,34,2,2008,Jake Allen,74,N,Allen,CAN,8474596,L,197,20192020,0,29,25,0,57,2.10493,7,4,2,0,0.92812,736,793,2,STL,NA,97485,14
Lakeville,USA,1998-12-18,MN,26,1,2017,Jake Oettinger,78,N,Oettinger,USA,8479979,L,224,20192020,0,2,0,0,0,0,0,0,0,0,1,8,8,0,DAL,NA,2200,0
Morweena,CAN,1988-03-15,MB,99,4,2006,James Reimer,74,N,Reimer,CAN,8473503,L,200,20192020,0,28,27,0,68,2.62193,7,2,2,0,0.91687,750,818,3,CAR,NA,93366,16
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20192020,2,40,38,0,98,2.47415,11,6,0,2,0.91559,1063,1161,3,BOS,NA,142594,22
Syracuse,USA,1984-03-26,NY,64,2,2003,Jimmy Howard,73,N,Howard,USA,8470657,L,218,20192020,0,27,27,0,96,4.19957,23,2,0,0,0.88249,721,817,0,DET,NA,82294,2
Pittsburgh,USA,1993-07-14,PA,39,2,2011,John Gibson,74,N,Gibson,USA,8476434,L,214,20192020,0,51,51,0,149,2.9987,26,5,6,0,0.90399,1403,1552,1,ANA,NA,178877,20
Gavle,SWE,1995-09-19,NA,61,3,2014,Jonas Johansson,77,N,Johansson,SWE,8477992,L,218,20192020,0,6,5,0,16,2.93817,3,1,0,0,0.89403,135,151,0,BUF,NA,19604,1
Laval,CAN,1988-08-07,QC,11,1,2006,Jonathan Bernier,72,N,Bernier,CAN,8473541,L,185,20192020,3,46,41,0,126,2.94629,22,3,4,3,0.90687,1227,1353,1,DET,NA,153956,15
Milford,USA,1986-01-21,CT,72,3,2005,Jonathan Quick,73,N,Quick,USA,8471734,L,220,20192020,1,42,42,0,117,2.78988,22,4,0,1,0.90441,1107,1224,1,LAK,NA,150974,16
Pori,FIN,1994-04-28,NA,62,3,2012,Joonas Korpisalo,75,N,Korpisalo,FIN,8476914,L,199,20192020,1,46,44,0,111,2.44412,17,5,0,1,0.91777,1239,1350,4,CBJ,NA,163494,22
Richmond Hill,CAN,1993-07-11,ON,88,3,2011,Jordan Binnington,74,N,Binnington,CAN,8476412,L,172,20192020,1,55,55,0,147,2.74384,18,7,4,1,0.90642,1424,1571,3,STL,NA,192868,30
Forssa,FIN,1995-04-19,NA,99,4,2013,Juuse Saros,71,N,Saros,FIN,8477424,L,180,20192020,0,44,38,0,111,2.75322,15,4,0,0,0.91232,1155,1266,4,NSH,NA,145139,18
Helsinki,FIN,1996-08-16,NA,109,4,2014,Kaapo Kahkonen,74,N,Kahkonen,FIN,8478039,L,217,20192020,0,5,5,0,15,2.95857,1,1,0,0,0.91279,157,172,0,MIN,NA,18252,3
Vantaa,FIN,1993-10-02,NA,NA,NA,NA,Kasimir Kaskisuo,75,N,Kaskisuo,FIN,8479288,L,203,20192020,0,1,1,0,6,6,1,0,0,0,0.8421,32,38,0,TOR,NA,3600,0
Farmingville,USA,1989-07-04,NY,NA,NA,NA,Keith Kinkaid,74,N,Kinkaid,USA,8476234,L,195,20192020,0,6,5,0,24,4.2355,1,3,0,0,0.875,168,192,0,MTL,NA,20399,1
Port Alberni,CAN,1993-03-23,BC,164,6,2011,Laurent Brossoit,75,N,Brossoit,CAN,8476316,L,203,20192020,0,19,15,0,54,3.27973,7,1,0,0,0.89453,458,512,0,WPG,NA,59273,6
Lugnvik,SWE,1993-07-31,NA,163,6,2012,Linus Ullmark,76,N,Ullmark,SWE,8476999,L,215,20192020,0,34,34,0,91,2.69412,14,3,4,0,0.91463,975,1066,1,BUF,NA,121598,17
St-Hyacinthe,CAN,1992-03-06,QC,138,5,2010,Louis Domingue,75,N,Domingue,CAN,8475839,R,207,20192020,0,17,15,0,51,3.81395,9,2,0,0,0.88221,382,433,0,"NJD,VAN",NA,48139,3
Thunder Bay,CAN,1996-12-09,ON,42,2,2015,Mackenzie Blackwood,76,N,Blackwood,CAN,8478406,L,225,20192020,1,47,43,0,124,2.77196,14,8,0,1,0.9146,1328,1452,3,NJD,NA,161041,22
Toronto,CAN,1993-12-21,ON,24,1,2012,Malcolm Subban,74,N,Subban,CAN,8476876,L,215,20192020,0,21,19,0,60,3.1739,7,3,0,0,0.8901,486,546,0,"VGK,CHI",NA,68055,9
Sorel,CAN,1984-11-28,QC,1,1,2003,Marc-Andre Fleury,74,N,Fleury,CAN,8470594,L,185,20192020,0,53,52,0,142,2.7324,17,5,10,0,0.90527,1357,1499,5,VGK,NA,187088,30
Orebro,SWE,1994-11-25,NA,78,3,2013,Marcus Hogberg,77,N,Hogberg,SWE,8477405,L,234,20192020,0,24,21,0,70,3.12372,8,8,0,0,0.90384,658,728,0,OTT,NA,80673,5
North Vancouver,CAN,1990-01-10,BC,NA,NA,NA,Martin Jones,77,N,Jones,CAN,8474889,L,203,20192020,1,41,40,0,118,3.00021,21,2,0,1,0.8964,1021,1139,2,SJS,NA,141590,17
Riga,LVA,1996-08-26,NA,NA,NA,NA,Matiss Kivlenieks,74,N,Kivlenieks,LVA,8480162,L,183,20192020,0,6,4,0,14,2.94909,1,2,0,0,0.89781,123,137,0,CBJ,NA,17090,1
Thunder Bay,CAN,1994-05-25,ON,83,3,2012,Matt Murray,77,N,Murray,CAN,8476899,L,220,20192020,1,41,41,0,115,2.83995,13,5,2,1,0.89982,1033,1148,1,PIT,NA,145777,21
Windsor,CAN,1999-06-09,ON,64,3,2017,Michael DiPietro,73,N,DiPietro,CAN,8480022,L,207,20192020,0,1,0,0,1,7.15705,0,0,0,0,0.85714,6,7,0,VAN,NA,503,0
Barrie,CAN,1990-03-02,ON,77,3,2008,Michael Hutchinson,75,N,Hutchinson,CAN,8474636,R,201,20192020,0,4,3,0,9,2.75252,1,0,0,0,0.91,91,100,0,COL,NA,11771,2
Barrie,CAN,1990-03-02,ON,77,3,2008,Michael Hutchinson,75,N,Hutchinson,CAN,8474636,R,201,20192020,0,16,12,0,49,3.471,9,1,0,0,0.88838,390,439,1,"TOR,COL",NA,50821,5
Kingston,CAN,1982-03-22,ON,161,5,2001,Mike Smith,77,N,Smith,CAN,8469608,L,220,20192020,2,40,38,0,111,3.05031,13,6,21,2,0.9,999,1110,1,EDM,NA,131003,19
Vantaa,FIN,1988-07-18,NA,31,2,2009,Mikko Koskinen,79,N,Koskinen,FIN,8475156,L,202,20192020,0,42,37,0,108,2.78657,15,3,0,0,0.91522,1166,1274,1,EDM,NA,139526,19
Stockholm,SWE,1994-02-28,NA,31,2,2012,Oscar Dansk,75,N,Dansk,SWE,8476861,L,204,20192020,0,1,1,0,6,6,1,0,0,0,0.83783,31,37,0,VGK,NA,3600,0
Plzen,CZE,1990-06-03,NA,NA,NA,NA,Pavel Francouz,72,N,Francouz,CZE,8480925,R,179,20192020,0,40,36,0,94,2.52894,11,4,2,0,0.91847,1059,1153,2,COL,NA,133811,23
Kempele,FIN,1982-11-03,NA,258,8,2004,Pekka Rinne,77,N,Rinne,FIN,8471469,L,217,20192020,2,36,35,1,105,3.16938,14,4,0,3,0.89541,899,1004,3,NSH,NA,119266,18
Ostrava,CZE,1992-02-14,NA,141,5,2010,Petr Mrazek,74,N,Mrazek,CZE,8475852,L,188,20192020,0,45,43,0,115,2.61603,19,2,4,0,0.9077,1131,1246,3,CAR,NA,158255,23
Rosenheim,DEU,1991-11-25,NA,112,4,2010,Philipp Grubauer,73,N,Grubauer,DEU,8475831,L,188,20192020,0,43,43,0,102,2.50569,12,5,0,0,0.91639,1118,1220,3,COL,NA,146546,23
Gothenburg,SWE,1991-07-24,NA,46,2,2009,Robin Lehner,76,N,Lehner,SWE,8475215,L,250,20192020,0,36,34,0,99,2.88985,10,5,4,0,0.91983,1136,1235,1,"CHI,VGK",NA,123328,19
Gothenburg,SWE,1991-07-24,NA,46,2,2009,Robin Lehner,76,N,Lehner,SWE,8475215,L,250,20192020,0,16,16,0,32,1.98785,7,0,0,0,0.91709,354,386,4,VGK,NA,57952,9
East Lansing,USA,1980-07-17,MI,138,5,1999,Ryan Miller,74,N,Miller,USA,8468011,L,170,20192020,1,23,19,0,64,3.10119,6,4,0,1,0.90656,621,685,0,ANA,NA,74294,9
Becancour,CAN,1996-10-30,QC,77,3,2015,Sam Montembeault,75,N,Montembeault,CAN,8478470,L,218,20192020,0,14,9,0,39,3.33927,5,1,0,0,0.89044,317,356,0,FLA,NA,42045,5
Samara,RUS,1988-04-27,NA,23,1,2006,Semyon Varlamov,74,N,Varlamov,RUS,8473575,L,201,20192020,0,65,58,0,154,2.46396,21,6,2,0,0.91616,1683,1837,4,NYI,NA,225003,30
Novokuznetsk,RUS,1988-09-20,NA,NA,NA,NA,Sergei Bobrovsky,74,N,Bobrovsky,RUS,8475683,L,180,20192020,0,54,53,0,163,3.21671,22,6,0,0,0.89975,1463,1626,1,FLA,NA,182422,24
San Diego,USA,1995-12-08,CA,36,2,2014,Thatcher Demko,76,N,Demko,USA,8477967,L,192,20192020,0,31,28,0,80,2.79823,11,2,0,0,0.91596,872,952,1,VAN,NA,102922,15
Fussen,DEU,1986-01-29,NA,94,3,2004,Thomas Greiss,74,N,Greiss,DEU,8471306,L,219,20192020,0,35,32,0,79,2.67185,11,4,2,0,0.91431,843,922,1,NYI,NA,106443,18
Surrey,CAN,1995-04-29,BC,44,2,2013,Tristan Jarry,74,N,Jarry,CAN,8477465,L,195,20192020,0,34,32,0,79,2.3876,13,1,0,0,0.92147,927,1006,3,PIT,NA,119115,20
Savonlinna,FIN,1987-03-10,NA,21,1,2005,Tuukka Rask,75,N,Rask,FIN,8471695,L,176,20192020,2,45,45,0,96,2.16626,11,6,0,2,0.92632,1207,1303,5,BOS,NA,159537,27
Airdrie,CAN,1989-05-04,AB,NA,NA,NA,Aaron Dell,72,N,Dell,CAN,8477180,L,213,20202021,0,7,5,0,22,4.13577,5,0,0,0,0.85714,132,154,0,NJD,NA,19150,1
Comox,CAN,1996-05-11,BC,76,3,2015,Adin Hill,76,N,Hill,CAN,8478499,L,215,20202021,0,19,17,0,46,2.74381,9,1,0,0,0.9132,484,530,2,ARI,NA,60354,9
Baudette,USA,1992-12-09,MN,NA,NA,NA,Alex Lyon,73,N,Lyon,USA,8479312,L,196,20202021,0,6,5,0,18,3.33179,3,1,0,0,0.89349,151,169,0,PHI,NA,19449,1
Parma,USA,1996-01-07,OH,37,2,2014,Alex Nedeljkovic,72,N,Nedeljkovic,USA,8477968,L,203,20202021,1,32,32,0,66,1.98044,10,3,2,1,0.92849,857,923,4,CAR,NA,119973,19
Ruse,BGR,1996-02-10,NA,NA,NA,NA,Alexandar Georgiev,73,N,Georgiev,RUS,8480382,L,178,20202021,1,19,18,0,44,2.71065,7,2,0,1,0.90537,421,465,2,NYR,NA,58436,8
St. Petersburg,RUS,1998-06-29,NA,NA,NA,NA,Alexei Melnichuk,73,N,Melnichuk,RUS,8482246,L,201,20202021,0,3,2,0,11,5.05424,1,1,0,0,0.86419,70,81,0,SJS,NA,7835,0
Tyumen,RUS,1994-07-25,NA,19,1,2012,Andrei Vasilevskiy,76,N,Vasilevskiy,RUS,8476883,L,228,20202021,4,65,65,0,137,2.1006,17,1,0,4,0.92923,1799,1936,10,TBL,NA,234790,47
Edison,USA,1994-01-20,NJ,45,2,2012,Anthony Stolarz,78,N,Stolarz,USA,8476932,L,243,20202021,1,8,7,0,17,2.19685,3,0,0,1,0.92608,213,230,1,ANA,NA,27858,4
Härnösand,SWE,1992-11-27,NA,188,7,2011,Anton Forsberg,75,N,Forsberg,SWE,8476341,L,198,20202021,0,8,8,0,24,3.21034,4,1,0,0,0.90909,240,264,0,OTT,NA,26913,3
Ust-Kamenogorsk,KAZ,1986-05-07,NA,206,7,2004,Anton Khudobin,71,N,Khudobin,RUS,8471418,L,210,20202021,2,32,32,0,76,2.54093,11,7,2,2,0.90488,723,799,3,DAL,NA,107677,12
Rauma,FIN,1989-05-12,NA,NA,NA,NA,Antti Raanta,72,N,Raanta,FIN,8477293,L,195,20202021,0,12,11,0,38,3.3587,5,2,0,0,0.90523,363,401,0,ARI,NA,40730,5
Magnitogorsk,RUS,1995-08-08,NA,NA,NA,NA,Artyom Zagidulin,74,N,Zagidulin,RUS,8481501,L,180,20202021,0,1,0,0,2,4.2528,0,0,0,0,0.81818,9,11,0,CGY,NA,1693,0
Lloydminster,CAN,1989-09-16,SK,93,4,2008,Braden Holtby,73,N,Holtby,CAN,8474651,L,215,20202021,1,21,21,0,77,3.66526,11,3,0,1,0.8892,618,695,0,VAN,NA,75629,7
Newmarket,CAN,1985-04-09,ON,291,9,2003,Brian Elliott,74,N,Elliott,CAN,8470880,L,221,20202021,1,30,26,0,82,3.06024,9,2,0,1,0.88888,656,738,2,PHI,NA,96463,15
Waterloo,USA,1994-10-19,IA,129,5,2013,Cal Petersen,74,N,Petersen,USA,8477361,R,185,20202021,1,35,32,0,97,2.88711,18,5,0,1,0.91141,998,1095,0,LAK,NA,120951,9
Moncton,CAN,1992-04-15,NB,49,2,2010,Calvin Pickard,73,N,Pickard,CAN,8475717,L,206,20202021,0,6,4,0,16,3.16292,1,1,0,0,0.87401,111,127,0,DET,NA,18211,2
Caledonia,CAN,1987-07-05,ON,NA,NA,NA,Cam Talbot,76,N,Talbot,CAN,8475660,L,200,20202021,0,40,40,0,103,2.59893,12,5,0,0,0.91626,1127,1230,4,MIN,NA,142674,22
Anahim Lake,CAN,1987-08-16,BC,5,1,2005,Carey Price,75,N,Price,CAN,8471679,L,217,20202021,0,47,47,0,116,2.46774,16,5,0,0,0.91291,1216,1332,2,MTL,NA,169223,25
Sherwood Park,CAN,1998-08-13,AB,48,2,2016,Carter Hart,74,N,Hart,CAN,8479394,L,196,20202021,0,27,25,0,89,3.66678,11,5,2,0,0.87656,632,721,1,PHI,NA,87379,9
Thunder Bay,CAN,1985-12-19,ON,NA,NA,NA,Carter Hutton,72,N,Hutton,CAN,8475622,L,211,20202021,0,13,12,0,39,3.46812,10,1,0,0,0.88563,302,341,0,BUF,NA,40483,1
Rochester,USA,1991-08-13,NH,NA,NA,NA,Casey DeSmith,72,N,DeSmith,USA,8479193,L,180,20202021,1,20,17,0,48,2.54345,7,0,0,1,0.9116,495,543,2,PIT,NA,67939,11
Farmington Hills,USA,1999-08-11,MI,199,7,2017,Cayden Primeau,75,N,Primeau,USA,8480051,L,205,20202021,0,4,4,0,14,4.16047,2,1,0,0,0.84946,79,93,0,MTL,NA,12114,1
Winnipeg,CAN,1994-05-18,MB,76,3,2012,Chris Driedger,76,N,Driedger,CAN,8476904,L,210,20202021,2,26,25,0,55,2.21278,7,3,0,2,0.92165,647,702,3,FLA,NA,89480,14
Karkkila,FIN,1992-12-27,NA,49,2,2011,Christopher Gibson,74,N,Gibson,FIN,8476444,L,217,20202021,0,2,2,0,5,2.65565,1,0,0,0,0.875,35,40,0,TBL,NA,6778,1
Rancho Cucamonga,USA,1994-06-20,CA,NA,NA,NA,Collin Delia,74,N,Delia,USA,8480420,L,208,20202021,0,6,5,0,20,3.58762,3,1,0,0,0.90243,185,205,0,CHI,NA,20069,1
Commerce,USA,1993-05-19,MI,130,5,2012,Connor Hellebuyck,76,N,Hellebuyck,USA,8476945,L,207,20202021,0,53,53,0,132,2.52183,21,3,0,0,0.91871,1492,1624,5,WPG,NA,188434,28
Park Ridge,USA,1981-05-21,IL,73,3,2001,Craig Anderson,74,N,Anderson,USA,8467950,L,187,20202021,0,6,3,0,11,2.34959,2,0,0,0,0.92198,130,141,0,WSH,NA,16854,3
London,CAN,1983-05-23,ON,176,6,2002,Curtis McElhinney,73,N,McElhinney,CAN,8470147,L,210,20202021,0,12,12,0,37,3.08626,6,2,2,0,0.875,259,296,1,TBL,NA,43159,4
Prague,CZE,1997-08-20,NA,75,3,2015,Dan Vladar,77,N,Vladar,CZE,8478435,L,209,20202021,0,5,5,0,17,3.39924,2,1,0,0,0.8859,132,149,0,BOS,NA,18004,2
Saskatoon,CAN,1990-05-05,SK,161,6,2009,Darcy Kuemper,77,N,Kuemper,CAN,8475311,L,215,20202021,0,27,27,0,66,2.56042,11,3,4,0,0.90704,644,710,2,ARI,NA,92797,10
Jihlava,CZE,1992-08-19,NA,NA,NA,NA,David Rittich,76,N,Rittich,CZE,8479496,L,205,20202021,0,19,15,0,46,2.85783,8,2,0,0,0.90064,417,463,1,"CGY,TOR",NA,57946,5
Regina,CAN,1986-05-04,SK,14,1,2004,Devan Dubnyk,78,N,Dubnyk,CAN,8471227,L,224,20202021,0,22,18,0,63,3.19697,11,2,2,0,0.89534,539,602,1,"SJS,COL",NA,70942,6
Watson,CAN,1989-09-16,SK,122,5,2008,Dustin Tokarski,72,N,Tokarski,CAN,8474682,L,198,20202021,1,13,10,0,43,3.53699,8,2,0,1,0.9038,404,447,0,BUF,NA,43766,2
Riga,LVA,1994-04-13,NA,76,3,2014,Elvis Merzlikins,75,N,Merzlikins,LVA,8478007,L,190,20202021,1,28,23,0,69,2.76586,12,5,0,1,0.91636,756,825,2,CBJ,NA,89809,8
